ID,x,y,var,year,month,value,code_site,date,name,site,status,mountain,elevation
2,417250,4081750,prec,2020,07,0,ASH1,2020-07-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2020,08,0,ASH1,2020-08-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2020,09,13.5,ASH1,2020-09-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2020,10,30.200000762939453,ASH1,2020-10-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2020,11,72.9000015258789,ASH1,2020-11-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2020,12,0.30000001192092896,ASH1,2020-12-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,01,146.3000030517578,ASH1,2021-01-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,02,35.20000076293945,ASH1,2021-02-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,03,12.699999809265137,ASH1,2021-03-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,04,114.9000015258789,ASH1,2021-04-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,05,85,ASH1,2021-05-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,06,5.5,ASH1,2021-06-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,07,0,ASH1,2021-07-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,08,0.8999999761581421,ASH1,2021-08-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,09,9.699999809265137,ASH1,2021-09-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,10,0.800000011920929,ASH1,2021-10-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,11,3.900000095367432,ASH1,2021-11-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2021,12,46.29999923706055,ASH1,2021-12-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2022,01,1.899999976158142,ASH1,2022-01-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2022,02,10.800000190734863,ASH1,2022-02-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2022,03,168.60000610351562,ASH1,2022-03-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2022,04,45.5,ASH1,2022-04-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
2,417250,4081750,prec,2022,05,13.300000190734863,ASH1,2022-05-01,Almijara Sylvestris Healthy,ASH,Asymptomatic,S. Almijara,1475
6,495250,4109750,prec,2020,02,0,NSH,2020-02-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,03,40.20000076293945,NSH,2020-03-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,04,63,NSH,2020-04-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,05,34.5,NSH,2020-05-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,06,0.10000000149011612,NSH,2020-06-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,07,11.600000381469728,NSH,2020-07-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,08,0.10000000149011612,NSH,2020-08-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,09,17.600000381469727,NSH,2020-09-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,10,15.800000190734863,NSH,2020-10-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,11,50,NSH,2020-11-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2020,12,6.199999809265137,NSH,2020-12-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,01,35.20000076293945,NSH,2021-01-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,02,8.100000381469727,NSH,2021-02-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,03,18.799999237060547,NSH,2021-03-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,04,42.900001525878906,NSH,2021-04-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,05,37.900001525878906,NSH,2021-05-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,06,19.299999237060547,NSH,2021-06-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,07,0.20000000298023224,NSH,2021-07-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,08,0.800000011920929,NSH,2021-08-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,09,8.800000190734863,NSH,2021-09-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,10,14.699999809265137,NSH,2021-10-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,11,25.5,NSH,2021-11-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2021,12,6.400000095367432,NSH,2021-12-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2022,01,9.100000381469728,NSH,2022-01-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2022,02,28.100000381469727,NSH,2022-02-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2022,03,168,NSH,2022-03-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2022,04,32.70000076293945,NSH,2022-04-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
6,495250,4109750,prec,2022,05,34.5,NSH,2022-05-01,Nevada Sylvestris Healthy,NSH,Asymptomatic,S. Nevada,1872
9,525750,4126750,prec,2020,02,0,BSD,2020-02-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,03,34.70000076293945,BSD,2020-03-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,04,41.70000076293945,BSD,2020-04-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,05,26.5,BSD,2020-05-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,06,0.10000000149011612,BSD,2020-06-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,07,0.20000000298023224,BSD,2020-07-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,08,0.30000001192092896,BSD,2020-08-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,09,16.299999237060547,BSD,2020-09-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,10,12.5,BSD,2020-10-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,11,52,BSD,2020-11-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2020,12,6,BSD,2020-12-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,01,43,BSD,2021-01-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,02,6.599999904632568,BSD,2021-02-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,03,23.299999237060547,BSD,2021-03-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,04,48.099998474121094,BSD,2021-04-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,05,35.400001525878906,BSD,2021-05-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,06,24.299999237060547,BSD,2021-06-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,07,0.20000000298023224,BSD,2021-07-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,08,0.6000000238418579,BSD,2021-08-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,09,5.199999809265137,BSD,2021-09-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,10,10.399999618530272,BSD,2021-10-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,11,20.5,BSD,2021-11-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2021,12,3.799999952316284,BSD,2021-12-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2022,01,8.300000190734863,BSD,2022-01-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2022,02,11.399999618530272,BSD,2022-02-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2022,03,183.1000061035156,BSD,2022-03-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
9,525750,4126750,prec,2022,04,62.099998474121094,BSD,2022-04-01,Baza Sylvestris Decline,BSD,Symptomatic,S. Baza,1596
